Place,Name,Year of birth,Country code,Country,Time,Event
21.0,"CHRISTIANSEN, Henrik",1996,NOR,Norway,15:11.14,"Men, 1500m Freestyle, Prelim, Open"
22.0,"KALMAR, Akos",2000,HUN,Hungary,15:17.02,"Men, 1500m Freestyle, Prelim, Open"
23.0,"MICKA, Jan",1995,CZE,Czechia,15:17.71,"Men, 1500m Freestyle, Prelim, Open"
24.0,"CHENG, Long",2000,CHN,China,15:18.71,"Men, 1500m Freestyle, Prelim, Open"
25.0,"ACOSTA, Marcelo",1996,ESA,El Salvador,15:27.37,"Men, 1500m Freestyle, Prelim, Open"
26.0,"NORGAARD, Alexander Aslak",2000,DEN,Denmark,15:28.70,"Men, 1500m Freestyle, Prelim, Open"
27.0,"PRAWIRA, Aflah",1997,INA,Indonesia,15:29.94,"Men, 1500m Freestyle, Prelim, Open"
28.0,"DRUENNE, Theo",2005,MON,Monaco,16:17.20,"Men, 1500m Freestyle, Prelim, Open"
1.0,"RYLOV, Evgeny",1996,RUS,Russia,51.98,"Men, 100m Backstroke, Final, Open"
2.0,"KOLESNIKOV, Kliment",2000,RUS,Russia,52.0,"Men, 100m Backstroke, Final, Open"
3.0,"MURPHY, Ryan F",1995,USA,United States,52.19,"Men, 100m Backstroke, Final, Open"
4.0,"CECCON, Thomas",2001,ITA,Italy,52.3,"Men, 100m Backstroke, Final, Open"
5.0,"XU, Jiayu",1995,CHN,China,52.51,"Men, 100m Backstroke, Final, Open"
6.0,"GONZALEZ DE OLIVEIRA, Hugo",1999,ESP,Spain,52.78,"Men, 100m Backstroke, Final, Open"
7.0,"LARKIN, Mitchell",1993,AUS,Australia,52.79,"Men, 100m Backstroke, Final, Open"
8.0,"GLINTA, Robert",1997,ROU,Romania,52.95,"Men, 100m Backstroke, Final, Open"
1.,"MURPHY, Ryan F",1995,USA,United States,52.24,"Men, 100m Backstroke, Semifinal, Open"
2.,"KOLESNIKOV, Kliment",2000,RUS,Russia,52.29,"Men, 100m Backstroke, Semifinal, Open"
3.,"LARKIN, Mitchell",1993,AUS,Australia,52.76,"Men, 100m Backstroke, Semifinal, Open"
4.,"CECCON, Thomas",2001,ITA,Italy,52.78,"Men, 100m Backstroke, Semifinal, Open"
5.,"RYLOV, Evgeny",1996,RUS,Russia,52.91,"Men, 100m Backstroke, Semifinal, Open"
6.,"XU, Jiayu",1995,CHN,China,52.94,"Men, 100m Backstroke, Semifinal, Open"
7.,"GONZALEZ DE OLIVEIRA, Hugo",1999,ESP,Spain,53.05,"Men, 100m Backstroke, Semifinal, Open"
8.,"GLINTA, Robert",1997,ROU,Romania,53.2,"Men, 100m Backstroke, Semifinal, Open"
9.,"IRIE, Ryosuke",1990,JPN,Japan,53.21,"Men, 100m Backstroke, Semifinal, Open"
9.,"ARMSTRONG, Joseph H",2001,USA,United States,53.21,"Men, 100m Backstroke, Semifinal, Open"
11.,"CHRISTOU, Apostolos",1996,GRE,Greece,53.41,"Men, 100m Backstroke, Semifinal, Open"
12.,"COOPER, Isaac",2003,AUS,Australia,53.43,"Men, 100m Backstroke, Semifinal, Open"
13.,"ULRICH, Marek",1997,GER,Germany,53.54,"Men, 100m Backstroke, Semifinal, Open"
14.,"TOMAC, Mewen",2001,FRA,France,53.62,"Men, 100m Backstroke, Semifinal, Open"
15.,"GUIDO, Guilherme",1987,BRA,Brazil,53.8,"Men, 100m Backstroke, Semifinal, Open"
DSQ,"NDOYE BROUARD, Yohann",2000,FRA,France,54.91,"Men, 100m Backstroke, Semifinal, Open"
1.,"KOLESNIKOV, Kliment",2000,RUS,Russia,52.15,"Men, 100m Backstroke, Prelim, Open"
2.,"CECCON, Thomas",2001,ITA,Italy,52.49,"Men, 100m Backstroke, Prelim, Open"
3.,"XU, Jiayu",1995,CHN,China,52.7,"Men, 100m Backstroke, Prelim, Open"
4.,"LARKIN, Mitchell",1993,AUS,Australia,52.97,"Men, 100m Backstroke, Prelim, Open"
5.,"IRIE, Ryosuke",1990,JPN,Japan,52.99,"Men, 100m Backstroke, Prelim, Open"
6.,"NDOYE BROUARD, Yohann",2000,FRA,France,53.13,"Men, 100m Backstroke, Prelim, Open"
7.,"RYLOV, Evgeny",1996,RUS,Russia,53.22,"Men, 100m Backstroke, Prelim, Open"
7.,"MURPHY, Ryan F",1995,USA,United States,53.22,"Men, 100m Backstroke, Prelim, Open"
9.,"GONZALEZ DE OLIVEIRA, Hugo",1999,ESP,Spain,53.45,"Men, 100m Backstroke, Prelim, Open"
10.,"TOMAC, Mewen",2001,FRA,France,53.49,"Men, 100m Backstroke, Prelim, Open"
11.,"GUIDO, Guilherme",1987,BRA,Brazil,53.65,"Men, 100m Backstroke, Prelim, Open"
12.,"GLINTA, Robert",1997,ROU,Romania,53.67,"Men, 100m Backstroke, Prelim, Open"
13.,"COOPER, Isaac",2003,AUS,Australia,53.73,"Men, 100m Backstroke, Prelim, Open"
14.,"ULRICH, Marek",1997,GER,Germany,53.74,"Men, 100m Backstroke, Prelim, Open"
15.,"CHRISTOU, Apostolos",1996,GRE,Greece,53.77,"Men, 100m Backstroke, Prelim, Open"
15.,"ARMSTRONG, Joseph H",2001,USA,United States,53.77,"Men, 100m Backstroke, Prelim, Open"
17.,"SABBIONI, Simone",1996,ITA,Italy,53.79,"Men, 100m Backstroke, Prelim, Open"
17.,"GREENBANK, Luke",1997,GBR,Great Britain,53.79,"Men, 100m Backstroke, Prelim, Open"
19.,"THORMEYER, Markus",1997,CAN,Canada,53.8,"Men, 100m Backstroke, Prelim, Open"
20.,"LEE, Juho",1995,KOR,Korea,53.84,"Men, 100m Backstroke, Prelim, Open"
20.,"BASSETO, Guilherme",1997,BRA,Brazil,53.84,"Men, 100m Backstroke, Prelim, Open"
22.,"ZHENG WEN, Quah",1996,SGP,Singapore,53.94,"Men, 100m Backstroke, Prelim, Open"
23.,"STOKOWSKI, Kacper",1999,POL,Poland,53.99,"Men, 100m Backstroke, Prelim, Open"
24.,"COETZE, Pieter",2004,RSA,South Africa,54.05,"Men, 100m Backstroke, Prelim, Open"
25.,"BRAUNSCHWEIG, Ole",1997,GER,Germany,54.14,"Men, 100m Backstroke, Prelim, Open"
26.,"PRATT, Cole",2002,CAN,Canada,54.27,"Men, 100m Backstroke, Prelim, Open"
27.,"NATARAJ, Srihari",2001,IND,India,54.31,"Men, 100m Backstroke, Prelim, Open"
28.,"SANTOS, Francisco Rogerio",1998,POR,Portugal,54.35,"Men, 100m Backstroke, Prelim, Open"
29.,"TELEGDY, Adam",1995,HUN,Hungary,54.42,"Men, 100m Backstroke, Prelim, Open"
30.,"CEJKA, Jan",2001,CZE,Czechia,54.69,"Men, 100m Backstroke, Prelim, Open"
31.,"TOUMARKIN, Yakov Yan",1992,ISR,Israel,54.81,"Men, 100m Backstroke, Prelim, Open"
32.,"CARTER, Dylan",1996,TTO,Trinidad &Tobago,54.82,"Men, 100m Backstroke, Prelim, Open"
33.,"TSMYH, Mikita",1997,BLR,Belarus,54.88,"Men, 100m Backstroke, Prelim, Open"
34.,"ATAYEV, Merdan",1995,TKM,Turkmenistan,55.24,"Men, 100m Backstroke, Prelim, Open"
35.,"REITSHAMMER, Bernhard",1994,AUT,Austria,55.26,"Men, 100m Backstroke, Prelim, Open"
36.,"LEYTROVSKIY, Mihael",1999,ISR,Israel,55.34,"Men, 100m Backstroke, Prelim, Open"
37.,"LEVTEROV, Kaloyan",2003,BUL,Bulgaria,55.6,"Men, 100m Backstroke, Prelim, Open"
38.,"MARTIN, Daniel Cristian",2000,ROU,Romania,56.91,"Men, 100m Backstroke, Prelim, Open"
39.,"CASTILLO, Gabriel",2001,BOL,Bolivia,58.24,"Men, 100m Backstroke, Prelim, Open"
40.,"RASOLONJATOVO, Heriniavo michael",1998,MAD,Madagascar,59.81,"Men, 100m Backstroke, Prelim, Open"
DSQ,"BOHUS, Richard",1993,HUN,Hungary,59.83,"Men, 100m Backstroke, Prelim, Open"
Relay,"MURPHY, Ryan F",1995,USA,United States,52.31,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"CECCON, Thomas",2001,ITA,Italy,52.52,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"XU, Jiayu",1995,CHN,China,52.77,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"RYLOV, Evgeny",1996,RUS,Russia,52.82,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"IRIE, Ryosuke",1990,JPN,Japan,53.05,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"LARKIN, Mitchell",1993,AUS,Australia,53.19,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"GREENBANK, Luke",1997,GBR,Great Britain,53.63,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"THORMEYER, Markus",1997,CAN,Canada,53.69,"100m Backstroke - Men, 4 x 100m Medley, Final, Open"
Relay,"NDOYE BROUARD, Yohann",2000,FRA,France,52.77,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"XU, Jiayu",1995,CHN,China,52.82,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"TARASEVICH, Grigory",1995,RUS,Russia,53.2,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"CECCON, Thomas",2001,ITA,Italy,53.2,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"IRIE, Ryosuke",1990,JPN,Japan,53.2,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"LARKIN, Mitchell",1993,AUS,Australia,53.46,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"BOHUS, Richard",1993,HUN,Hungary,53.51,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"ARMSTRONG, Joseph H",2001,USA,United States,53.51,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"THORMEYER, Markus",1997,CAN,Canada,53.66,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"GREENBANK, Luke",1997,GBR,Great Britain,53.79,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"MAKRYGIANNIS, Eyaggelos",2000,GRE,Greece,54.07,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"GUIDO, Guilherme",1987,BRA,Brazil,54.11,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"ULRICH, Marek",1997,GER,Germany,54.52,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"STOKOWSKI, Kacper",1999,POL,Poland,54.67,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"RAPSYS, Danas",1995,LTU,Lithuania,54.71,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
Relay,"TSMYH, Mikita",1997,BLR,Belarus,55.5,"100m Backstroke - Men, 4 x 100m Medley, Prelim, Open"
1.0,"RYLOV, Evgeny",1996,RUS,Russia,1:53.27,"Men, 200m Backstroke, Final, Open"
2.0,"MURPHY, Ryan F",1995,USA,United States,1:54.15,"Men, 200m Backstroke, Final, Open"
3.0,"GREENBANK, Luke",1997,GBR,Great Britain,1:54.72,"Men, 200m Backstroke, Final, Open"
4.0,"MEFFORD, Bryce A",1998,USA,United States,1:55.49,"Men, 200m Backstroke, Final, Open"
5.0,"TELEGDY, Adam",1995,HUN,Hungary,1:56.15,"Men, 200m Backstroke, Final, Open"
6.0,"KAWECKI, Radoslaw",1991,POL,Poland,1:56.39,"Men, 200m Backstroke, Final, Open"
7.0,"IRIE, Ryosuke",1990,JPN,Japan,1:57.32,"Men, 200m Backstroke, Final, Open"
8.0,"GARCIA SAIZ, Nicolas",2002,ESP,Spain,1:59.06,"Men, 200m Backstroke, Final, Open"
1.0,"RYLOV, Evgeny",1996,RUS,Russia,1:54.45,"Men, 200m Backstroke, Semifinal, Open"
2.0,"GREENBANK, Luke",1997,GBR,Great Britain,1:54.98,"Men, 200m Backstroke, Semifinal, Open"
3.0,"MURPHY, Ryan F",1995,USA,United States,1:55.38,"Men, 200m Backstroke, Semifinal, Open"
4.0,"TELEGDY, Adam",1995,HUN,Hungary,1:56.19,"Men, 200m Backstroke, Semifinal, Open"
5.0,"GARCIA SAIZ, Nicolas",2002,ESP,Spain,1:56.35,"Men, 200m Backstroke, Semifinal, Open"
6.0,"MEFFORD, Bryce A",1998,USA,United States,1:56.37,"Men, 200m Backstroke, Semifinal, Open"
7.0,"KAWECKI, Radoslaw",1991,POL,Poland,1:56.68,"Men, 200m Backstroke, Semifinal, Open"
8.0,"IRIE, Ryosuke",1990,JPN,Japan,1:56.69,"Men, 200m Backstroke, Semifinal, Open"
9.0,"NDOYE BROUARD, Yohann",2000,FRA,France,1:56.83,"Men, 200m Backstroke, Semifinal, Open"
10.0,"HOLLARD, Tristan",1996,AUS,Australia,1:56.92,"Men, 200m Backstroke, Semifinal, Open"
11.0,"LEE, Juho",1995,KOR,Korea,1:56.93,"Men, 200m Backstroke, Semifinal, Open"
12.0,"TARASEVICH, Grigory",1995,RUS,Russia,1:57.06,"Men, 200m Backstroke, Semifinal, Open"
13.0,"MITYUKOV, Roman",2000,SUI,Switzerland,1:57.07,"Men, 200m Backstroke, Semifinal, Open"
14.0,"SUNAMA, Keita",1995,JPN,Japan,1:57.16,"Men, 200m Backstroke, Semifinal, Open"
15.0,"WILLIAMS, Brodie",1999,GBR,Great Britain,1:57.73,"Men, 200m Backstroke, Semifinal, Open"
16.0,"THORMEYER, Markus",1997,CAN,Canada,1:59.36,"Men, 200m Backstroke, Semifinal, Open"
1.0,"GREENBANK, Luke",1997,GBR,Great Britain,1:54.63,"Men, 200m Backstroke, Prelim, Open"
2.0,"RYLOV, Evgeny",1996,RUS,Russia,1:56.02,"Men, 200m Backstroke, Prelim, Open"
3.0,"MEFFORD, Bryce A",1998,USA,United States,1:56.37,"Men, 200m Backstroke, Prelim, Open"
4.0,"LEE, Juho",1995,KOR,Korea,1:56.77,"Men, 200m Backstroke, Prelim, Open"
5.0,"TARASEVICH, Grigory",1995,RUS,Russia,1:56.82,"Men, 200m Backstroke, Prelim, Open"
6.0,"KAWECKI, Radoslaw",1991,POL,Poland,1:56.83,"Men, 200m Backstroke, Prelim, Open"
7.0,"MURPHY, Ryan F",1995,USA,United States,1:56.92,"Men, 200m Backstroke, Prelim, Open"
8.0,"IRIE, Ryosuke",1990,JPN,Japan,1:56.97,"Men, 200m Backstroke, Prelim, Open"
9.0,"SUNAMA, Keita",1995,JPN,Japan,1:57.07,"Men, 200m Backstroke, Prelim, Open"
10.0,"HOLLARD, Tristan",1996,AUS,Australia,1:57.24,"Men, 200m Backstroke, Prelim, Open"
11.0,"MITYUKOV, Roman",2000,SUI,Switzerland,1:57.45,"Men, 200m Backstroke, Prelim, Open"
12.0,"WILLIAMS, Brodie",1999,GBR,Great Britain,1:57.48,"Men, 200m Backstroke, Prelim, Open"
13.0,"GARCIA SAIZ, Nicolas",2002,ESP,Spain,1:57.62,"Men, 200m Backstroke, Prelim, Open"
14.0,"TELEGDY, Adam",1995,HUN,Hungary,1:57.70,"Men, 200m Backstroke, Prelim, Open"
15.0,"XU, Jiayu",1995,CHN,China,1:57.76,"Men, 200m Backstroke, Prelim, Open"
16.0,"THORMEYER, Markus",1997,CAN,Canada,1:57.85,"Men, 200m Backstroke, Prelim, Open"
17.0,"NDOYE BROUARD, Yohann",2000,FRA,France,1:57.96,"Men, 200m Backstroke, Prelim, Open"
18.0,"CEJKA, Jan",2001,CZE,Czechia,1:58.02,"Men, 200m Backstroke, Prelim, Open"
19.0,"DIENER, Christian",1993,GER,Germany,1:58.27,"Men, 200m Backstroke, Prelim, Open"
20.0,"RESTIVO, Matteo",1994,ITA,Italy,1:58.36,"Men, 200m Backstroke, Prelim, Open"
21.0,"BINEDELL, Martin",1995,RSA,South Africa,1:58.47,"Men, 200m Backstroke, Prelim, Open"
22.0,"SANTOS, Francisco Rogerio",1998,POR,Portugal,1:58.58,"Men, 200m Backstroke, Prelim, Open"
23.0,"SAKA, Berke",2003,TUR,Turkiye,1:58.66,"Men, 200m Backstroke, Prelim, Open"
24.0,"LEVTEROV, Kaloyan",2003,BUL,Bulgaria,1:58.96,"Men, 200m Backstroke, Prelim, Open"
25.0,"TOMAC, Mewen",2001,FRA,France,1:59.02,"Men, 200m Backstroke, Prelim, Open"
26.0,"GLINTA, Robert",1997,ROU,Romania,1:59.18,"Men, 200m Backstroke, Prelim, Open"
27.0,"SKIERKA, Jakub",1998,POL,Poland,1:59.30,"Men, 200m Backstroke, Prelim, Open"
28.0,"TOUMARKIN, Yakov Yan",1992,ISR,Israel,1:59.65,"Men, 200m Backstroke, Prelim, Open"
29.0,"ATAYEV, Merdan",1995,TKM,Turkmenistan,2:03.68,"Men, 200m Backstroke, Prelim, Open"
1.0,"PEATY, Adam",1994,GBR,Great Britain,57.37,"Men, 100m Breaststroke, Final, Open"
2.0,"KAMMINGA, Arno",1995,NED,Netherlands,58.0,"Men, 100m Breaststroke, Final, Open"
3.0,"MARTINENGHI, Nicolo'",1999,ITA,Italy,58.33,"Men, 100m Breaststroke, Final, Open"
4.0,"ANDREW, Michael C",1999,USA,United States,58.84,"Men, 100m Breaststroke, Final, Open"
5.0,"WILBY, James",1993,GBR,Great Britain,58.96,"Men, 100m Breaststroke, Final, Open"
6.0,"WILSON, Andrew L",1993,USA,United States,58.99,"Men, 100m Breaststroke, Final, Open"
6.0,"YAN, Zibei",1995,CHN,China,58.99,"Men, 100m Breaststroke, Final, Open"
8.0,"SHYMANOVICH, Ilya",1994,BLR,Belarus,59.36,"Men, 100m Breaststroke, Final, Open"
1.0,"PEATY, Adam",1994,GBR,Great Britain,57.63,"Men, 100m Breaststroke, Semifinal, Open"
2.0,"KAMMINGA, Arno",1995,NED,Netherlands,58.19,"Men, 100m Breaststroke, Semifinal, Open"
3.0,"MARTINENGHI, Nicolo'",1999,ITA,Italy,58.28,"Men, 100m Breaststroke, Semifinal, Open"
4.0,"YAN, Zibei",1995,CHN,China,58.72,"Men, 100m Breaststroke, Semifinal, Open"
5.0,"ANDREW, Michael C",1999,USA,United States,58.99,"Men, 100m Breaststroke, Semifinal, Open"
6.0,"WILBY, James",1993,GBR,Great Britain,59.0,"Men, 100m Breaststroke, Semifinal, Open"
7.0,"SHYMANOVICH, Ilya",1994,BLR,Belarus,59.08,"Men, 100m Breaststroke, Semifinal, Open"
8.0,"WILSON, Andrew L",1993,USA,United States,59.18,"Men, 100m Breaststroke, Semifinal, Open"
9.0,"MATZERATH, Lucas",2000,GER,Germany,59.31,"Men, 100m Breaststroke, Semifinal, Open"
10.0,"SCHWINGENSCHLOEGL, Fabian",1991,GER,Germany,59.32,"Men, 100m Breaststroke, Semifinal, Open"
11.0,"PRIGODA, Kirill",1995,RUS,Russia,59.44,"Men, 100m Breaststroke, Semifinal, Open"
12.0,"LIMA, Felipe",1985,BRA,Brazil,59.8,"Men, 100m Breaststroke, Semifinal, Open"
13.0,"SIDLAUSKAS, Andrius",1997,LTU,Lithuania,59.82,"Men, 100m Breaststroke, Semifinal, Open"
13.0,"MURA, Ryuya",1996,JPN,Japan,59.82,"Men, 100m Breaststroke, Semifinal, Open"
15.0,"POGGIO, Federico",1998,ITA,Italy,59.91,"Men, 100m Breaststroke, Semifinal, Open"
16.0,"CHUPKOV, Anton",1997,RUS,Russia,59.93,"Men, 100m Breaststroke, Semifinal, Open"
1.,"PEATY, Adam",1994,GBR,Great Britain,57.56,"Men, 100m Breaststroke, Prelim, Open"
2.,"KAMMINGA, Arno",1995,NED,Netherlands,57.80,"Men, 100m Breaststroke, Prelim, Open"
3.,"ANDREW, Michael C",1999,USA,United States,58.62,"Men, 100m Breaststroke, Prelim, Open"
4.,"MARTINENGHI, Nicolo'",1999,ITA,Italy,58.68,"Men, 100m Breaststroke, Prelim, Open"
5.,"YAN, Zibei",1995,CHN,China,58.75,"Men, 100m Breaststroke, Prelim, Open"
6.,"WILBY, James",1993,GBR,Great Britain,58.99,"Men, 100m Breaststroke, Prelim, Open"
7.,"WILSON, Andrew L",1993,USA,United States,59.03,"Men, 100m Breaststroke, Prelim, Open"
8.,"LIMA, Felipe",1985,BRA,Brazil,59.17,"Men, 100m Breaststroke, Prelim, Open"
9.,"SHYMANOVICH, Ilya",1994,BLR,Belarus,59.33,"Men, 100m Breaststroke, Prelim, Open"
9.,"POGGIO, Federico",1998,ITA,Italy,59.33,"Men, 100m Breaststroke, Prelim, Open"
11.,"MATZERATH, Lucas",2000,GER,Germany,59.40,"Men, 100m Breaststroke, Prelim, Open"
11.,"MURA, Ryuya",1996,JPN,Japan,59.40,"Men, 100m Breaststroke, Prelim, Open"
13.,"SIDLAUSKAS, Andrius",1997,LTU,Lithuania,59.46,"Men, 100m Breaststroke, Prelim, Open"
14.,"SCHWINGENSCHLOEGL, Fabian",1991,GER,Germany,59.49,"Men, 100m Breaststroke, Prelim, Open"
15.,"CHUPKOV, Anton",1997,RUS,Russia,59.55,"Men, 100m Breaststroke, Prelim, Open"
16.,"PRIGODA, Kirill",1995,RUS,Russia,59.68,"Men, 100m Breaststroke, Prelim, Open"
17.,"BALANDIN, Dmitriy",1995,KAZ,Kazakhstan,59.75,"Men, 100m Breaststroke, Prelim, Open"
18.,"OGRETIR, Berkay Omer",1998,TUR,Turkiye,59.82,"Men, 100m Breaststroke, Prelim, Open"
19.,"SAKCI, Huseyin",1997,TUR,Turkiye,59.87,"Men, 100m Breaststroke, Prelim, Open"
20.,"CHO, Sungjae",2001,KOR,Korea,59.99,"Men, 100m Breaststroke, Prelim, Open"
21.,"MATTSSON, Matti",1993,FIN,Finland,1:00.02,"Men, 100m Breaststroke, Prelim, Open"
22.,"WILSON, Matthew",1998,AUS,Australia,1:00.03,"Men, 100m Breaststroke, Prelim, Open"
23.,"SATO, Shoma",2001,JPN,Japan,1:00.04,"Men, 100m Breaststroke, Prelim, Open"
24.,"STUBBLETY-COOK, Zac",1999,AUS,Australia,1:00.05,"Men, 100m Breaststroke, Prelim, Open"
25.,"CORBEAU, Caspar",2001,NED,Netherlands,1:00.13,"Men, 100m Breaststroke, Prelim, Open"
26.,"SILADJI, Caba",1990,SRB,Serbia,1:00.19,"Men, 100m Breaststroke, Prelim, Open"
27.,"PETRASHOV, Denis",2000,KGZ,Kyrgyzstan,1:00.23,"Men, 100m Breaststroke, Prelim, Open"
28.,"DESPLANCHES, Jeremy",1994,SUI,Switzerland,1:00.29,"Men, 100m Breaststroke, Prelim, Open"
29.,"GREENE, Darragh",1995,IRL,Ireland,1:00.30,"Men, 100m Breaststroke, Prelim, Open"
30.,"REITSHAMMER, Bernhard",1994,AUT,Austria,1:00.41,"Men, 100m Breaststroke, Prelim, Open"
31.,"MURILLO VALDES, Jorge Mario",1991,COL,Colombia,1:00.62,"Men, 100m Breaststroke, Prelim, Open"
32.,"EPITROPOV, Lyubomir E",1999,BUL,Bulgaria,1:00.71,"Men, 100m Breaststroke, Prelim, Open"
33.,"BUSSIERE, Theo",1995,FRA,France,1:00.75,"Men, 100m Breaststroke, Prelim, Open"
34.,"PUMPUTIS, Caio Rodrigues",1999,BRA,Brazil,1:00.76,"Men, 100m Breaststroke, Prelim, Open"
35.,"GRINDHEIM, Andre Klippenberg",2000,NOR,Norway,1:00.86,"Men, 100m Breaststroke, Prelim, Open"
36.,"TITENIS, Giedrius",1989,LTU,Lithuania,1:00.92,"Men, 100m Breaststroke, Prelim, Open"
37.,"HOULIE, Michael J",2000,RSA,South Africa,1:01.22,"Men, 100m Breaststroke, Prelim, Open"
38.,"MASTROMATTEO, Gabe",2002,CAN,Canada,1:01.56,"Men, 100m Breaststroke, Prelim, Open"
39.,"DOMINGUEZ RAMOS, Josue",1996,DOM,Dominican Republic,1:01.86,"Men, 100m Breaststroke, Prelim, Open"
40.,"BASTIAN, Izaak Z",2001,BAH,Bahamas,1:01.87,"Men, 100m Breaststroke, Prelim, Open"
41.,"AL-WIR, Amro",2001,JOR,Jordan,1:02.17,"Men, 100m Breaststroke, Prelim, Open"
42.,"SANES, Adriel",1998,ISV,Virgin Islands,1:02.43,"Men, 100m Breaststroke, Prelim, Open"
43.,"HORREGO, Julio A",1998,HON,Honduras,1:02.45,"Men, 100m Breaststroke, Prelim, Open"
44.,"KOUMA, Sebastien",1997,MLI,Mali,1:02.84,"Men, 100m Breaststroke, Prelim, Open"
45.,"ABASS, Abobakr",1998,SUD,Sudan,1:04.46,"Men, 100m Breaststroke, Prelim, Open"
46.,"MASEI, Micah W",1999,ASA,American Samoa,1:04.93,"Men, 100m Breaststroke, Prelim, Open"
47.,"AHMAD, Muhammad Isa",1998,BRU,Brunei,1:08.65,"Men, 100m Breaststroke, Prelim, Open"
DSQ,"BJERG, Tobias B.",1998,DEN,Denmark,1:00.26,"Men, 100m Breaststroke, Prelim, Open"
DSQ,"FONUA, Amini T",1989,TGA,Tonga,1:04.66,"Men, 100m Breaststroke, Prelim, Open"
1.0,"STUBBLETY-COOK, Zac",1999,AUS,Australia,2:06.38,"Men, 200m Breaststroke, Final, Open"
2.0,"KAMMINGA, Arno",1995,NED,Netherlands,2:07.01,"Men, 200m Breaststroke, Final, Open"
3.0,"MATTSSON, Matti",1993,FIN,Finland,2:07.13,"Men, 200m Breaststroke, Final, Open"
4.0,"CHUPKOV, Anton",1997,RUS,Russia,2:07.24,"Men, 200m Breaststroke, Final, Open"
5.0,"FINK, Nicolas",1993,USA,United States,2:07.93,"Men, 200m Breaststroke, Final, Open"
6.0,"WILBY, James",1993,GBR,Great Britain,2:08.19,"Men, 200m Breaststroke, Final, Open"
7.0,"MURA, Ryuya",1996,JPN,Japan,2:08.42,"Men, 200m Breaststroke, Final, Open"
8.0,"PERSSON, Erik",1994,SWE,Sweden,2:08.88,"Men, 200m Breaststroke, Final, Open"
1.0,"STUBBLETY-COOK, Zac",1999,AUS,Australia,2:07.35,"Men, 200m Breaststroke, Semifinal, Open"
2.0,"WILBY, James",1993,GBR,Great Britain,2:07.91,"Men, 200m Breaststroke, Semifinal, Open"
3.0,"KAMMINGA, Arno",1995,NED,Netherlands,2:07.99,"Men, 200m Breaststroke, Semifinal, Open"
4.0,"FINK, Nicolas",1993,USA,United States,2:08.00,"Men, 200m Breaststroke, Semifinal, Open"
5.0,"MATTSSON, Matti",1993,FIN,Finland,2:08.22,"Men, 200m Breaststroke, Semifinal, Open"
6.0,"MURA, Ryuya",1996,JPN,Japan,2:08.27,"Men, 200m Breaststroke, Semifinal, Open"
7.0,"CHUPKOV, Anton",1997,RUS,Russia,2:08.54,"Men, 200m Breaststroke, Semifinal, Open"
8.0,"PERSSON, Erik",1994,SWE,Sweden,2:08.76,"Men, 200m Breaststroke, Semifinal, Open"
9.0,"PRIGODA, Kirill",1995,RUS,Russia,2:08.88,"Men, 200m Breaststroke, Semifinal, Open"
10.0,"SATO, Shoma",2001,JPN,Japan,2:09.04,"Men, 200m Breaststroke, Semifinal, Open"
11.0,"BALANDIN, Dmitriy",1995,KAZ,Kazakhstan,2:09.22,"Men, 200m Breaststroke, Semifinal, Open"
12.0,"VIQUERAT, Antoine",1998,FRA,France,2:09.97,"Men, 200m Breaststroke, Semifinal, Open"
12.0,"MURDOCH, Ross",1994,GBR,Great Britain,2:09.97,"Men, 200m Breaststroke, Semifinal, Open"
14.0,"WILSON, Matthew",1998,AUS,Australia,2:10.10,"Men, 200m Breaststroke, Semifinal, Open"
15.0,"EPITROPOV, Lyubomir E",1999,BUL,Bulgaria,2:10.33,"Men, 200m Breaststroke, Semifinal, Open"
16.0,"SIDLAUSKAS, Andrius",1997,LTU,Lithuania,2:10.69,"Men, 200m Breaststroke, Semifinal, Open"
